i0900_1;i0900_2;i0900_3;i0900_4;i0900_5;fi0900;i0700_1;i0700_2;i0700_3;i0700_4;i0700_5;fi0700;j0700_1;j0700_2;j0700_3;j0700_4;j0700_5;fj0700;j0500_1;j0500_2;j0500_3;j0500_4;j0500_5;fj0500;i0300_1;i0300_2;i0300_3;i0300_4;i0300_5;fi0300;j1300_1;j1300_2;j1300_3;j1300_4;j1300_5;fj1300;weight;ID
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6842.3696;133
80;80;80;80;80;0;380;380;380;380;380;0;0;1873.327;491.41129;17801.619;638.729;1;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3449.5601;134
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;5277.3672;135
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;110;110;110;110;110;0;800;800;800;800;800;0;200;200;200;200;200;0;3;3;3;3;3;0;3675.6309;136
100;100;100;100;100;0;400;400;400;400;400;0;2000;2000;2000;2000;2000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8136.6147;137
90;90;90;90;90;0;226;226;226;226;226;0;1000;1000;1000;1000;1000;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3756.2429;138
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;303.79999;303.79999;303.79999;303.79999;303.79999;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2623.7188;139
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;3;2;1;2;3;1;12835.982;140
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;200;200;200;200;200;0;500;500;500;500;500;0;2;2;2;2;2;0;8546.6094;141
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3241.5784;142
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2500;2500;2500;2500;2500;0;600;600;600;600;600;0;550;550;550;550;550;0;4;4;4;4;4;0;5203.7983;143
95;95;95;95;95;0;270;270;270;270;270;0;4000;4000;4000;4000;4000;0;1085;1085;1085;1085;1085;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;1699.3513;144
110;110;110;110;110;0;450;450;450;450;450;0;1000;1000;1000;1000;1000;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1543.3199;145
30;30;30;30;30;0;800;800;800;800;800;0;100;100;100;100;100;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5257.625;146
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9838.46;147
100;100;100;100;100;0;395;395;395;395;395;0;650;650;650;650;650;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;7141.2798;148
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5404.9473;149
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;651;651;651;651;651;0;500;500;500;500;500;0;3;3;3;3;3;0;8492.6123;150
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;459.81409;1179.257;531.48291;472.33301;514.69702;1;-98;-98;-98;-98;-98;-98;2;2;2;3;3;1;3760.8577;151
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;7541.2021;152
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1400;1400;1400;1400;1400;0;300;300;300;300;300;0;1700;1700;1700;1700;1700;0;3;3;3;3;3;0;3564.7192;153
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3756.2429;154
100;100;100;100;100;0;300;300;300;300;300;0;1000;1000;1000;1000;1000;0;1200;1200;1200;1200;1200;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;9470.8604;155
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300.37149;880.63019;781.98389;530.41827;357.31671;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9286.7021;156
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;500;500;500;500;500;0;500;500;500;500;500;0;5;5;5;5;5;0;4986.0879;157
70;70;70;70;70;0;360;360;360;360;360;0;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3290.9302;158
-98;-98;-98;-98;-98;-98;322.70071;359.38809;227.3584;311.54901;267.93329;1;4500;4500;4500;4500;4500;0;550;550;550;550;550;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;5611.9009;159
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2500;2500;2500;2500;2500;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3541.1035;160
80;80;80;80;80;0;800;800;800;800;800;0;0;0;0;0;0;0;347.20001;347.20001;347.20001;347.20001;347.20001;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4671.2612;161
80;80;80;80;80;0;440;440;440;440;440;0;450;450;450;450;450;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3458.218;162
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;410.91479;421.58151;423.78741;438.1904;479.814;1;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;9778.5313;163
100;100;100;100;100;0;400;400;400;400;400;0;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;4;4;3;1;1;5782.7886;164
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;156.341;5068.938;2193.624;870.94843;988.87543;1;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;6525.0547;165
80;80;80;80;80;0;200;200;200;200;200;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;8136.6147;166
80;80;80;80;80;0;196;196;196;196;196;0;2000;2000;2000;2000;2000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;8314.4473;167
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;420;420;420;420;420;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6174.5566;168
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;1;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4903.7305;169
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;14096.056;170
80;80;80;80;80;0;350;350;350;350;350;0;350;350;350;350;350;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2933.7524;171
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;10749.448;172
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;213.0916;299.14651;210.54829;379.12021;239.2691;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2800.9387;173
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3205.3108;174
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;9885.666;13422.75;10331.81;9430.791;10203.4;1;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6045.6113;175
50;50;50;50;50;0;500;500;500;500;500;0;300;300;300;300;300;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;7510.8242;176
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3054.75;335.04321;1705.252;104394.5;2876.8201;1;454.92911;435.7702;498.1752;605.53857;585.79572;1;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;1358.0095;177
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4328.7021;178
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;652.36523;179
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4472.0059;180
70;70;70;70;70;0;270;270;270;270;270;0;0;0;0;0;0;0;310.24771;229.883;279.42319;249.7473;302.46051;1;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3458.218;181
-98;-98;-98;-98;-98;-98;105;105;105;105;105;0;200;200;200;200;200;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9215.6338;182
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1200;1200;1200;1200;1200;0;217;217;217;217;217;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2568.7681;183
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2789.6252;184
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;520.79999;520.79999;520.79999;520.79999;520.79999;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4067.7517;185
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;477.33871;480.3652;1246.4709;525.29169;477.4762;1;-98;-98;-98;-98;-98;-98;3;3;2;2;2;1;4212.0107;186
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1779.8948;187
70;70;70;70;70;0;300;300;300;300;300;0;200;200;200;200;200;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2904.522;188
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1801.12;189
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;1;1;2;2;2;1;5128.6436;190
100;100;100;100;100;0;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2677.3123;191
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;200;200;200;200;200;0;500;500;500;500;500;0;2;2;2;2;2;0;9475.3242;192
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;4651.3809;193
32.526081;80;100;61.678951;65.641327;1;454.69009;469.20981;250.02361;87.037086;361.23279;1;2000;2000;2000;2000;2000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;974.86652;194
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5600;5600;5600;5600;5600;0;300;300;300;300;300;0;435;435;435;435;435;0;4;4;4;4;4;0;4151.9995;195
100;100;100;100;100;0;600;600;600;600;600;0;600;600;600;600;600;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2917.8987;196
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;5783.2578;197
100;100;100;100;100;0;530;530;530;530;530;0;0;0;0;0;0;0;626.93732;417.38461;568.84601;438.22299;431.2001;1;-98;-98;-98;-98;-98;-98;4;3;4;3;4;1;2285.8516;198
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;1930.8356;199
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3999.1401;200
33;33;33;33;33;0;310;310;310;310;310;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;1034.3625;201
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3258.6951;202
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4146.5024;203
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;680.71368;532.78491;240.96581;133.77699;565.31671;1;800;800;800;800;800;0;2;2;2;2;2;0;4779.4019;204
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3500;3500;3500;3500;3500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3032.8201;205
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;300;300;300;300;300;0;600;600;600;600;600;0;2;2;2;2;2;0;8079.1304;206
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1300;1300;1300;1300;1300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;9805.6611;207
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3693.252;208
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;347.20001;347.20001;347.20001;347.20001;347.20001;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3732.8003;209
80;80;80;80;80;0;400;400;400;400;400;0;150;150;150;150;150;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3638.8162;210
115;115;115;115;115;0;290.34171;196.9193;263.87119;425.10059;245.1893;1;800;800;800;800;800;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4403.0532;211
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;7478.2354;212
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;100;100;100;100;100;0;283.87299;224.8299;289.36139;250.7403;265.6106;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3165.0059;213
120;120;120;120;120;0;707;707;707;707;707;0;500;500;500;500;500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1368.3347;214
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;11000;11000;11000;11000;11000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3037.1401;215
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2467.3828;216
80;80;80;80;80;0;113;113;113;113;113;0;2300;2300;2300;2300;2300;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2054.4695;217
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1782.9039;218
100;35.579571;100;100;30.986959;1;243;243;243;243;243;0;0;0;0;0;0;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4233.8794;219
60;60;60;60;60;0;618.18268;611.06659;620.99982;665.2301;621.74078;1;169.97079;850.28259;596.15369;1480.079;1700.073;1;415.82101;368.53;668.51343;495.55511;595.33759;1;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;750.60394;220
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1800;1800;1800;1800;1800;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3519.8662;221
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;8962.8213;222
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;350;350;350;350;350;0;3;3;3;3;3;0;3432.9719;223
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;5174.8623;224
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;40;40;40;40;40;0;250;250;250;250;250;0;700;700;700;700;700;0;3;3;3;3;3;0;7734.8062;225
100;100;100;100;100;0;260;260;260;260;260;0;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2800.9387;226
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;322.7746;202.27609;223.5116;411.42609;540.70758;1;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;6189.1958;227
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1085;1085;1085;1085;1085;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;7457.9155;228
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;357.88391;437.35419;333.05551;601.75958;795.61298;1;-98;-98;-98;-98;-98;-98;2;4;3;3;3;1;3520.4836;229
100;100;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;220;220;220;220;220;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4328.7021;230
100;100;100;100;100;0;800;800;800;800;800;0;1200;1200;1200;1200;1200;0;550;550;550;550;550;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;11165.426;231
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;400;400;400;400;400;0;470;470;470;470;470;0;3;3;3;3;3;0;11772.828;232
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;1174.9524;233
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6308.7793;234
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2587.5269;235
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;270;270;270;270;270;0;3;3;3;3;3;0;2731.0461;236
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1290.8789;237
70;70;70;70;70;0;1080;1080;1080;1080;1080;0;800;800;800;800;800;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6567.104;238
90;90;90;90;90;0;272;272;272;272;272;0;300;300;300;300;300;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;7486.627;239
80;80;80;80;80;0;400;400;400;400;400;0;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3011.5566;240
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;1226.495;1260.0649;1212;1259.797;1271.287;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;8019.5962;241
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;2598.7844;242
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3281.7529;243
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5208.3457;244
80;98.115929;80;100;80;1;310.70511;726.336;419.56699;290.37979;233.9227;1;300;300;300;300;300;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1462.0482;245
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;6784.7598;246
80;80;80;80;80;0;300;300;300;300;300;0;1000;1000;1000;1000;1000;0;550;550;550;550;550;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4351.9502;247
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;800;800;800;800;800;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4183.5181;248
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1302;1302;1302;1302;1302;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6308.7793;249
80;80;80;80;80;0;383;383;383;383;383;0;200;200;200;200;200;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2886.3164;250
35;35;35;35;35;0;500;500;500;500;500;0;7000;7000;7000;7000;7000;0;781.20001;781.20001;781.20001;781.20001;781.20001;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3432.9719;251
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;4212.0107;252
80;80;80;80;80;0;650;650;650;650;650;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1926.2133;253
80;80;80;80;80;0;470;470;470;470;470;0;0;0;0;0;0;0;180;180;180;180;180;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;1779.8948;254
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;835.21869;225.02;1518.646;0;0;1;450;450;450;450;450;0;450;450;450;450;450;0;2;2;2;2;2;0;3486.946;255
-98;-98;-98;-98;-98;-98;528;528;528;528;528;0;2500;2500;2500;2500;2500;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1277.6716;256
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;759.14075;257
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;11130.09;258
80;80;80;80;80;0;460;460;460;460;460;0;1200;1200;1200;1200;1200;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2756.4214;259
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4198.5044;260
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;217;217;217;217;217;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;5978.3618;261
-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;225;225;225;225;225;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;6595.4658;262
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2419.1445;263
80;80;80;80;80;0;160;160;160;160;160;0;500;500;500;500;500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8326.0684;264
70;70;70;70;70;0;800;800;800;800;800;0;4000;4000;4000;4000;4000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2483.3408;265
-98;-98;-98;-98;-98;-98;1405;1405;1405;1405;1405;0;6000;6000;6000;6000;6000;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;4671.2612;266
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;450;450;450;450;450;0;250;250;250;250;250;0;350;350;350;350;350;0;2;2;2;2;2;0;4579.0771;267
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2861.7124;268
80;80;80;80;80;0;340;340;340;340;340;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1847.4829;269
80;80;80;80;80;0;469;469;469;469;469;0;0;0;0;0;0;0;270;270;270;270;270;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;5328.8027;270
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4000;4000;4000;4000;4000;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;3988.5188;271
80;80;80;80;80;0;450;450;450;450;450;0;2200;2200;2200;2200;2200;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1555.4083;272
